pdbid,value
5.00E+91,8.4
6iae,4.7
1rsi,4.42
1ms6,9.52
3tg5,4.7
3vo3,8.85
5alh,7.07
2uzj,4.57
4xsx,5.0
6gxw,3.36
3gcq,6.47
2xh5,7.57
3shz,7.44
3doz,5.7
3q2g,8.46
3dla,3.46
5wik,6.21
3rv9,4.92
2cma,6.73
2o9k,4.11
4.00E+93,6.93
5up0,6.34
1bmn,8.44
3dp3,5.82
2g0h,7.64
3r5j,6.96
4ov5,7.43
3zyh,4.29
5jau,8.85
4rxh,5.91
3qpn,7.77
2ajb,5.5
3qip,6.89
3ds6,9.1
4y4g,2.0
5w19,5.3
6hlb,10.27
5u66,3.0
3wzp,6.82
5gvl,7.38
3sw2,8.33
2v0n,6.3
5aqq,3.1
4tjw,6.02
5jk3,8.14
5dhj,6.7
4kz0,5.38
2r5b,8.6
3il6,6.57
4b8o,8.4
1k9q,3.15
5abf,4.85
4k42,6.55
6et8,8.25
4zg6,6.33
1x11,6.49
5zh3,4.67
1j7z,7.7
4acx,7.11
5zk7,6.71
5y20,4.52
5ttv,7.54
2fw3,6.42
5a54,6.15
1qr3,6.59
3hha,7.9
5lgq,7.05
1no9,7.62
5wxg,3.86
4yw7,6.89
4j58,3.3
2xgo,3.0
1awi,4.05
4xuh,5.73
5ieg,5.74
4.00E+81,5.24
5cdh,5.37
5u4x,8.15
2vwv,4.8
1kc5,7.0
4tv3,8.72
3o3j,6.4
5ufo,7.43
5mhp,7.82
5moc,4.63
4dus,8.3
5oq6,7.56
3fr4,6.19
5eqq,8.17
3tjd,9.0
1w2x,5.14
2rfy,5.22
4pkr,4.82
2hz4,5.47
3f3u,4.74
6e7m,6.66
4wvs,6.27
4cae,7.74
3ava,4.4
5nf5,6.82
4cik,6.43
2wd1,7.09
5mi3,6.84
6n4b,10.01
5ih8,6.74
5k0x,8.36
3dga,4.52
1noj,3.15
1jyc,4.34
4lop,8.15
4ds1,4.75
5svk,8.48
2w8g,6.0
1npz,7.89
3h9k,7.85
3udp,5.22
4eky,3.52
2i7c,5.07
5oui,4.03
6g9m,8.1
4xyc,7.51
2zyn,5.92
2wmw,6.41
4nmx,6.18
4awg,5.96
4meo,3.6
5he5,6.47
4jfw,6.34
2qnx,5.62
4kin,8.32
3rk9,6.28
5tzw,6.01
5x79,4.92
1xn0,6.24
2zxb,5.3
1u2y,1.74
2m0u,6.44
3fsm,7.0
5m6m,7.36
5sy3,4.37
5w0q,8.0
5axp,9.03
4jt9,8.14
6g9n,8.52
4bcg,8.15
3tf7,3.52
1qpl,8.51
6pgp,7.0
5zbz,4.95
4int,5.8
3kl6,8.46
3kwf,8.17
4tsx,4.99
4rxc,4.48
5kbh,6.26
6nsq,8.1
5mi6,7.3
2jdo,6.64
5mkx,4.7
3fck,4.0
2ql9,9.03
2wmx,6.07
4zt2,8.0
4xx3,7.25
5moo,1.31
1m21,6.52
5ort,3.05
1lrt,5.64
3ejt,7.36
5hk9,6.54
1los,7.19
2w6u,5.0
4o0r,7.44
4ob1,6.3
3cs8,5.77
5h63,5.92
2yiw,9.1
6f86,7.43
4bnv,7.52
6h4d,7.96
3s3i,7.8
1jd0,8.24
5qa9,3.64
5e1d,5.39
1nlt,4.92
6bj2,5.4
4aw5,6.12
5zr3,7.01
4rxe,6.64
2fr8,3.15
6e9w,6.55
2wf2,7.59
5d6e,4.3
5ll7,5.61
4hev,6.34
3lp1,6.92
2qcn,5.0
6.00E+13,6.7
1h62,4.77
6s9x,6.42
1j19,7.79
4yzm,5.27
5ha9,5.78
5w4w,8.1
1m5e,7.7
3u8w,9.0
3iwy,7.28
4y8d,8.05
1v2m,4.29
2yog,4.51
3g3d,4.74
5ti4,4.59
2wks,6.89
1g49,7.8
1w4l,8.4
2wxh,8.05
4z7o,5.04
5arf,6.27
1t5a,4.62
5yyb,6.56
6gw1,5.14
4zla,7.3
5btr,5.14
3n23,8.52
5uxm,5.44
1hti,5.13
4rsc,6.63
3owk,5.82
5n21,5.96
1o34,5.74
1gz9,3.51
3gjq,5.33
4j79,3.1
4wk7,7.13
6ap7,5.34
6eds,8.77
5aqr,3.0
6g93,7.96
2oh0,7.74
5oq4,7.6
2o3z,5.7
1lor,11.06
4e1m,7.26
6ai9,6.74
3v0p,6.28
1j4q,6.44
1bxl,6.47
4mvy,7.54
6mhc,6.43
3kvx,6.83
3el0,7.47
1d3q,6.54
2uw0,7.7
1pdq,5.3
1o4o,2.46
5os0,2.55
2fsv,4.6
2bpm,8.7
3ow4,7.66
1x81,9.19
4d2w,4.51
4u0a,4.3
4ui4,7.35
6b30,7.22
1u59,7.25
3bls,5.14
1eef,2.92
3kme,6.14
5uuu,7.74
3e1r,5.82
3ska,7.49
5amn,8.35
3f07,5.54
1a52,9.86
2rib,2.82
1h9l,3.12
4xtm,4.57
4nxr,4.34
4dt2,4.37
6sde,10.2
5w99,4.68
4trz,5.03
3odu,8.14
5oug,2.77
3as2,3.44
4ikn,4.85
2zns,6.54
3eta,7.85
4ef4,5.35
5kam,4.11
4dv9,6.72
1b5g,8.0
4eu3,0.82
4inh,6.25
3h8c,7.72
5y3n,7.1
3pxz,5.23
6p11,6.05
4mrd,3.37
1uwb,8.34
3c7n,6.7
3s7l,7.1
4an2,9.05
3hnz,7.72
4hv7,3.52
3csl,7.22
4frj,6.55
6a3n,8.06
5lgt,6.51
1nhv,5.66
4li8,8.12
3m57,5.4
2op3,6.31
1ol2,6.28
4yo6,5.66
4uvw,7.72
3qj0,5.2
4ztl,5.92
5v2l,3.54
3tpr,7.7
4x2l,4.44
4xsz,5.6
5ckr,7.76
1shd,6.17
4gk2,8.8
2piz,6.77
4gk3,7.25
4cxx,5.68
3zuk,7.46
2il2,7.1
4g2y,6.0
4bae,8.52
4puz,8.11
5v1d,6.7
6pf4,4.8
5tca,7.72
1cp6,5.0
4l3p,5.92
2xne,6.72
1oy7,5.36
5y5n,5.76
1ykr,6.25
6c0t,7.37
3clp,3.69
4ok6,4.85
2a2x,7.69
4ks3,6.37
6mdb,7.17
3nwe,7.6
4r8y,6.19
2yi5,7.41
2v5x,6.66
3h3c,6.85
3t3h,5.71
3mxs,5.01
6hzu,8.26
1z3c,4.0
1o6q,7.64
3vgc,5.51
5n53,2.55
3pjc,7.57
1re1,5.21
4qgg,9.0
1pmv,6.82
4xcu,8.22
5dgz,7.85
3pty,5.44
6q92,6.1
4ckj,4.84
4bbf,8.66
4b14,6.22
3ftw,2.78
6npf,5.85
4ysi,5.7
5l6j,6.7
1r2b,4.94
6mo8,5.84
6k4t,6.02
5c11,6.47
3mvj,5.49
2n9e,5.05
5iay,5.8
5cfb,7.28
4y38,2.4
3hdz,7.29
5ug8,8.7
3ftq,5.33
3fcl,3.5
5vqz,6.39
3vi2,3.77
6df7,8.0
2p0d,7.0
6uvy,6.0
1jmi,6.06
3d7h,10.22
1j4k,4.0
6n3k,7.54
3hmm,7.6
4m84,7.31
1pqc,7.0
4hej,4.62
1ulg,4.21
2hh5,7.49
5a8z,7.55
4a9u,7.22
3sl0,2.7
2i40,5.8
1f2o,1.91
2ynr,5.77
6o3y,4.42
4fyh,4.85
3l8v,8.1
4c8r,6.82
2wtw,8.19
2fm2,8.15
3h9o,7.15
2qk5,8.1
4gpk,7.52
3b8r,9.22
5bue,8.52
1h3h,6.66
6qrf,4.48
4mw7,5.0
3fvg,6.89
6v1c,4.19
4nhy,5.64
3d4l,7.49
3u7k,7.07
6n3z,6.59
1jr1,8.22
2yex,10.0
5jid,3.76
5ih2,5.76
4x1s,6.87
6bmr,4.22
2xpb,5.7
6jn5,5.15
5cu2,4.24
5xvq,5.05
5itd,6.58
4bti,9.7
6me1,7.92
2yjx,5.12
6d4o,6.28
3bc5,8.3
5jn8,7.3
6s43,5.4
6nvh,7.95
5cpr,7.56
2f9u,7.39
3zov,7.22
4pax,6.4
3qw7,5.74
3s3r,8.68
6oqn,8.0
5un9,7.68
5alg,7.52
4e8y,6.09
5ntq,7.47
4qgf,7.16
1sqb,7.95
4zy6,8.3
3g0g,8.3
1vkj,4.85
5ttg,7.34
4u0c,4.31
4d8c,8.7
2uzd,6.74
4cq0,5.09
2c93,4.92
3adt,4.55
5akh,6.59
2q80,4.6
1ka7,6.22
4cqe,8.43
3qtf,6.96
3ijy,6.04
3f9y,4.49
6n4e,8.0
3t0m,3.94
6iup,7.64
3lgl,6.05
4l10,7.15
3rtn,7.13
6mo2,6.68
6goo,5.67
1jjt,8.05
3zhz,7.05
1vik,9.52
4uyd,4.1
1o46,8.0
4j8s,5.7
1o44,8.52
4n5g,5.0
5alc,8.13
4jrv,7.54
3uzd,5.05
4rj7,7.66
5jy0,5.55
4mxc,8.17
3q4k,7.05
1zhk,4.45
1uye,3.7
6r1k,5.05
5ku3,4.89
4o13,7.82
2kaw,4.97
5f95,8.01
4i6f,8.3
4a9i,4.9
5qas,3.72
3t3g,5.49
4tmf,5.48
3mnu,7.32
4wvl,6.88
1uk1,7.22
1w2h,5.0
4zg7,8.7
1prl,4.23
3tv7,7.52
1l6s,4.41
5fqp,7.72
3gwv,2.6
4mk0,5.2
3wke,8.89
6hv0,6.56
3tdj,5.25
2jj3,9.55
1k9r,3.3
4h3c,5.72
5wbr,4.77
3l3q,7.27
3kvw,6.89
1j5i,3.64
4bbe,8.44
6e8m,6.28
1hiv,9.0
3v0l,5.52
2xqq,4.82
5ewz,6.34
4f4p,9.22
4q3s,6.59
5t1i,3.92
1a8i,5.52
1x7b,8.39
3k26,3.4
5wre,6.41
6u7p,11.68
3uqg,5.0
2gbf,7.92
6cgt,6.0
2y76,6.36
2wxg,9.15
3f8w,4.08
5iu2,7.8
5d1w,5.12
3zmz,4.74
5ur9,6.05
5ai1,6.47
3k5i,4.7
4hcv,6.4
6nzk,4.3
2bed,8.15
5bml,8.0
4zyt,7.77
3a3y,9.15
4qsm,7.41
5ism,9.15
3ogx,6.48
3h2f,4.06
3tiz,3.82
6k1q,7.46
3rsr,4.36
5jas,5.77
4d08,8.0
3wgw,5.89
5owc,7.59
3n7s,7.7
1r6z,5.0
2pfy,6.52
3cf9,4.83
5f90,4.85
4wwn,6.07
6ajx,5.04
1hs6,5.38
5g3n,7.92
6peu,5.89
3kxz,7.46
4hy9,7.1
1tvo,6.85
2xk7,5.82
4pl4,5.27
3fuh,2.7
1ryf,8.8
5iw0,7.22
2e9v,7.9
3skf,8.3
4op3,8.15
2sfp,1.7
4f64,7.2
5tt7,7.89
2wxq,7.47
6qcg,5.14
5nob,8.2
4ys7,9.0
3zmm,9.14
5ett,6.23
4x7q,7.85
6ezg,7.69
6hsz,6.94
5wlv,8.52
4uvv,7.49
6hv2,4.28
4q9z,7.26
3fbr,4.82
3w2t,7.53
5abe,3.05
4eyr,6.63
6ckx,7.89
6a8n,7.82
4ge9,8.8
3v7s,7.05
4o2f,6.41
3mo5,6.87
2jbp,8.07
1a7t,1.64
5xbt,5.14
7gpb,5.52
4u2w,6.0
5e8a,7.47
6afc,6.03
4c1e,7.14
4odp,4.77
5klt,6.76
5bmm,8.4
2hf8,5.47
3pj8,7.4
4aa2,3.97
2g6q,5.82
4kb8,7.89
6sze,4.1
4li7,6.11
4ehg,7.19
3qo3,6.9
6mmq,3.62
5a3o,4.73
1xfv,3.89
5n7x,5.24
5agr,5.43
1em6,8.22
3lbz,3.86
5etk,5.82
4i4e,6.3
5lca,4.48
4i7c,8.22
2xn7,10.0
4gto,7.98
5o45,8.05
6huq,7.14
5ls6,9.0
5qb3,4.31
5wrs,5.52
2ohm,3.51
3.00E+81,1.43
1g37,10.0
3wfg,6.92
6aoy,4.97
6azk,5.64
4eyj,6.21
5f1u,6.4
4uhg,6.27
1s64,8.4
4hv3,3.94
5w8j,6.43
2c9t,7.48
2vio,4.4
5mnc,1.31
6bcy,4.81
5tkt,8.49
5y9l,5.72
1csr,7.38
6afh,6.12
4j51,6.59
3mt7,4.03
6ijh,7.17
5m3b,6.92
2x38,6.89
5ywx,9.85
3rxo,4.08
6kdi,6.72
4k6w,5.35
3tkz,5.92
2yjb,7.02
4dfu,4.6
4drk,5.08
3oqf,7.04
5k4x,6.42
4wki,8.3
4jbs,7.96
5jjs,7.32
1r5h,6.74
5ove,6.35
1mau,11.3
2c3k,7.59
3qx8,2.86
2rcw,8.1
4ktc,9.0
5mrh,4.2
2fsa,5.3
5ory,3.45
6ee2,6.71
2nsx,7.2
6f09,5.97
6mmo,3.35
1so2,9.57
5dp7,4.56
1kf6,6.7
4j0p,7.29
5ni8,7.7
5k00,8.15
5nxq,6.49
4u91,6.83
5aqn,2.77
1wug,5.8
5w5u,7.19
3ur0,7.15
5qau,4.15
5vqw,5.7
5mlo,5.32
2on3,9.0
2hdx,6.26
5u4f,6.33
5alu,7.66
4n4t,7.31
5eb3,1.45
6te6,6.57
4zh4,4.22
3zly,3.52
2o4s,10.51
5e3g,4.3
1cqp,5.62
5v5e,5.52
4m8t,6.43
5isl,7.28
3qaq,7.0
4og8,7.25
5dp9,6.08
4qvy,5.09
5ho8,5.96
4z22,6.24
4k5o,3.98
2gmv,6.2
4mjq,3.71
3k22,7.9
3uyt,7.85
6ny4,8.52
1w76,6.15
2zbk,5.7
4rio,9.0
2lyb,4.46
4jc1,4.3
5m51,4.72
6arj,7.6
5vex,4.63
3ps6,7.74
3krd,8.17
3.00E+37,5.39
4wxi,8.08
4jmx,7.21
4y6m,7.15
5fbo,9.51
5ael,7.41
5lch,4.69
3pjg,3.55
3ern,1.72
3wk6,5.2
4raq,6.72
1c8k,6.0
6fgq,7.85
6hks,4.28
6ck3,7.35
3nil,3.46
4p4b,7.85
5c84,6.19
4hod,6.1
1agm,12.0
3h06,3.53
4o3t,4.37
4hbx,5.72
2xu3,6.8
4l7h,3.7
6r7k,7.3
4jjq,5.03
2wf1,8.7
1kwq,9.21
2jdk,6.54
6s7s,4.77
2wq4,2.57
5am3,8.3
3voz,6.85
3i5r,4.4
4ojq,3.3
4x3t,4.54
4jit,6.64
1xoq,9.17
4cxw,6.09
6ajh,6.54
4fz6,6.9
3cl2,7.59
1gfz,4.0
6hf5,5.17
5ods,4.33
5oqw,7.4
4oow,5.37
2pj9,7.92
2f6v,4.43
4wbg,5.55
5ke0,9.7
5m63,6.96
4nks,7.17
5ceh,8.0
4pd6,4.44
6qto,4.64
6n9t,4.15
6qwi,4.29
5olk,6.0
5dyw,8.31
5t78,7.37
5lo6,7.27
2pj2,7.92
5zun,9.19
6g3o,9.24
4lts,8.36
4msg,10.0
2xaj,3.77
5tzf,5.8
4avt,8.06
5khk,6.39
1eed,4.79
1nnb,5.0
5d7e,3.82
3khv,1.85
2phb,9.49
6c9p,5.64
2k0x,5.68
6qzb,6.47
6os6,5.96
2cfd,7.49
5tbn,5.44
1w82,6.71
2h44,5.77
2vnm,8.52
4o0t,5.54
5zz2,8.85
4mra,4.47
5kzq,8.28
4xtp,4.26
1rv1,6.85
5tyr,9.59
6nj0,6.61
2wtd,6.68
6do5,7.16
5afj,4.38
6hoi,5.1
6ciy,6.7
5mja,6.66
4no6,6.11
1fpy,6.0
1y3g,7.4
6hzc,8.93
4xg3,7.76
2w6q,4.6
3rxd,3.73
5ncz,9.1
4hlg,6.51
4b1d,7.49
4fjz,6.29
3nal,8.1
4xjt,5.14
1nnk,5.46
3wiz,8.36
6fer,4.36
3co9,8.0
2wxf,6.74
2las,5.74
4g2w,8.8
4kwp,7.49
3kb3,6.82
3w55,7.1
4oi6,5.0
5jr6,4.69
6f08,5.39
6e4u,7.87
4g0a,7.6
2f9v,7.82
2hai,6.28
5djv,7.11
1v0p,6.89
5fiv,7.66
3s1g,5.19
4k4f,6.7
2dq7,8.32
3er3,7.09
4wy1,5.29
4k3m,3.55
3diw,6.72
4wcf,4.28
6dql,7.89
4ycv,5.82
4.00E+26,6.4
2o7e,6.22
3rl4,5.42
5ly1,7.53
2ofu,9.0
2bdl,7.82
3ccb,4.52
3rik,2.47
5fi7,7.4
6rn9,8.2
3i7g,6.37
5mi5,6.77
3r9o,4.0
3rz9,6.92
5itf,5.74
2vvo,2.2
6kmj,4.79
4qoc,9.92
4kqq,3.9
3lq5,6.96
2ay2,1.88
4qsx,1.74
220l,3.4
1lxf,4.1
1utr,8.0
1lfo,6.7
6ncp,5.74
5yv5,5.41
2iit,8.59
2vip,5.28
4b82,4.39
4k19,8.36
2rjs,2.28
3zo4,6.83
6h1h,6.17
3jpv,6.92
2ivz,6.04
5hm0,6.36
6h7l,8.97
4y8c,7.96
2y2j,4.8
3kqw,4.01
4heu,10.01
1xon,10.68
4u7t,5.67
4nrt,6.0
9icd,3.9
5oxg,5.89
3i0s,9.0
2yjc,7.66
6buv,4.74
4jlj,6.13
2ggx,3.49
4qt1,8.15
3shj,7.47
5tqu,7.6
3sb0,5.26
4kz8,2.8
5xxf,5.74
2gcd,5.52
3cjf,8.2
2jkm,7.75
1tcw,6.02
6qhc,5.2
3ehn,1.92
6dtn,6.8
6myn,7.85
5ntk,8.01
1yys,6.33
2w2i,6.04
5zop,4.73
4rj4,7.8
4qz0,5.46
6dim,2.14
5khj,3.74
5ml5,8.0
4zs3,5.18
3ds9,7.39
4bdt,8.96
4nh9,6.43
6eda,6.7
1wu1,7.74
6ugo,7.59
3ah8,9.82
3mxf,7.31
5h17,6.05
4hxr,5.39
6iil,6.17
1g3f,6.37
4i2w,3.92
5vdp,4.05
4xsy,5.3
3hf6,7.59
3lc5,6.57
3e4a,8.77
3zmu,4.3
4ap0,8.0
4ccd,4.49
5hu0,6.23
4eop,6.05
4kab,4.03
3eor,1.4
5v8p,4.99
4rn6,5.1
2hy0,9.19
4rfz,7.4
5nvy,6.12
1w14,8.52
5c8m,7.19
5zu0,5.51
5i5z,9.05
6oht,6.45
4aa1,4.12
6n9p,8.4
5mb1,6.6
6egw,5.57
2p2h,7.17
3qar,6.49
5al2,6.44
1u3r,8.3
6rml,5.82
4u82,5.72
6hmt,7.04
2lk1,4.09
4f20,3.29
5nev,7.36
6gin,7.49
5nkn,9.92
1yhs,8.0
5dxg,5.92
4j77,5.47
1o2u,5.85
5u3b,8.82
6r7d,8.62
4kp6,9.09
4qwg,5.97
1joj,4.22
2bdf,7.17
6fyk,8.52
4pji,3.7
5zys,6.27
5gso,6.96
6n0q,7.4
3ecn,3.16
2jb6,10.96
2vle,7.1
1c4v,10.8
2f70,4.47
5tyh,2.08
1gx4,4.28
5uah,3.4
2l6j,6.26
5opr,5.59
5uv5,7.7
3dv1,6.23
4l02,7.7
3dcs,7.94
2ybk,4.62
1x8b,7.01
5lz8,6.01
6iqg,8.0
4glr,9.46
4fob,8.3
2rox,4.98
4jp9,7.62
5m9d,5.8
4zom,8.52
4kbk,8.18
6r0s,4.4
4bxk,7.95
4u0i,8.22
4kmu,7.92
6fbw,4.78
4.00E+49,5.11
2i0j,8.57
3v7c,5.74
6tl2,5.44
4hrd,8.82
4cku,6.82
3g8e,5.35
6d8v,5.42
5ar4,6.7
5ema,5.23
3th8,6.25
6mny,8.82
3fpd,6.15
4zsr,4.44
6g8n,5.84
5w94,4.65
3bt9,5.71
1w7h,3.0
1nq0,10.32
5un1,5.8
6e7s,7.18
5ue4,6.36
2nns,6.05
4dzw,7.89
5t2t,6.29
3bb1,3.6
6kzd,8.53
3rtx,3.86
5gmm,4.54
6e3z,7.76
1g5f,2.64
5wr7,8.96
1ahy,3.36
2xnp,6.44
6qff,5.69
4qjp,8.6
6d08,5.29
5lgn,5.54
4dea,6.59
6nk1,6.66
5ehy,6.09
2b1v,5.74
4mk1,4.8
3ft2,7.36
3f81,7.13
4mbl,8.54
2zv2,6.3
3az9,6.0
3mg8,8.92
2gg3,6.24
4qls,7.44
5tbj,5.82
5h5o,6.56
4r0i,6.52
3tcp,8.37
3bxs,5.1
5o7e,8.0
2v6n,5.86
4k3q,3.94
4kai,7.3
3g2n,4.09
4tww,4.2
4g3g,8.43
4dli,5.62
2xyr,6.13
5za1,7.52
2kfx,4.0
3sl1,3.59
2fr3,8.7
6hwu,7.54
5ais,6.24
1haa,8.7
5a46,7.66
2xnm,6.8
5epk,5.74
6npp,6.05
3avi,3.3
2.00E+99,6.16
5h4j,6.89
6qcj,5.6
3fcf,4.4
1xxi,5.52
3fuk,3.02
5xij,7.3
5hls,7.41
6b5i,5.96
1rdj,1.66
5l2t,6.19
3vjm,9.43
4mnx,4.75
2xrw,5.15
5heb,6.1
3blu,3.46
6huc,7.59
2e9c,5.96
3g72,9.1
4o7b,4.7
3jsw,7.18
6g7f,5.0
6eo0,6.43
4uda,7.59
5ovi,7.68
5wfz,8.0
6hx8,5.89
6q7h,7.68
4l52,8.4
6hlz,7.33
5o8t,7.13
3ixj,9.49
5j5x,11.02
5eth,7.25
5ofi,4.2
4xg8,8.72
4kn2,7.27
3ioi,6.28
5unp,10.02
2xk1,5.74
4unr,8.7
4own,4.22
5lcf,4.75
4.00E+34,6.01
1pxk,5.66
3dng,8.13
5cxz,6.26
4b72,6.2
4uwh,8.52
6c4u,6.1
5ho6,6.69
1tuf,4.05
5kww,8.13
2wcg,6.38
1lek,8.89
1idg,7.19
5egs,6.01
6m7h,4.7
4o5b,8.3
3wcf,7.28
5ey9,5.41
4gz3,5.74
5a8y,9.77
3ux0,6.26
6do1,8.08
6r1c,4.92
1i7i,6.7
3i7i,6.21
5o0e,4.53
3li2,9.0
4cfe,7.22
4fvq,6.0
4bv2,3.74
5dtw,5.46
5e0l,6.4
6oim,7.05
4gw6,6.2
2o5k,7.82
3ert,9.6
5b5o,5.72
1pg2,4.96
5v8q,8.44
5ti2,4.62
6fut,4.7
6i5y,8.54
4dhr,4.57
4jiz,5.62
5ll5,6.04
1aj6,5.92
3uo9,7.1
5ewj,6.89
4yvz,5.52
5wkm,5.12
4rrn,7.32
5jt2,7.47
4y32,4.05
5fas,7.47
2ymt,8.0
3n3l,3.3
2vl1,1.35
3svj,6.93
3gb2,7.47
4e3m,9.7
6rpg,8.52
3g9l,6.13
2toh,4.15
2jkq,8.11
4d8i,6.69
4cts,5.0
5ngb,7.72
4x1f,7.97
5tg1,5.82
2xaf,4.64
5d4a,5.85
2uzn,7.52
4j3d,8.28
2jk9,6.82
1npa,8.7
3mks,5.72
4v0i,6.33
6gdg,8.74
4drm,5.24
3c1n,5.5
5uey,8.29
5lvn,4.7
5epy,7.4
4bbh,7.1
3r7b,6.15
3bu8,6.92
6qz6,6.49
5dtq,3.86
2a5u,8.1
2fix,6.24
5ofx,3.96
5hn7,3.92
4o3u,6.4
3rey,8.0
6htc,5.96
3dpo,8.26
1jqe,6.44
5ijp,7.15
2p8s,7.68
4iaw,9.63
3l9n,8.07
5vll,6.37
1oiu,6.68
3tyv,8.1
4g2f,6.8
5u2j,5.92
5drt,5.36
2lsk,4.89
1dzp,5.44
5tr6,8.49
6npm,3.96
5opc,4.54
6abk,1.95
6i0c,6.85
4qfg,5.48
4jnc,8.52
3dpd,5.78
2nxm,5.19
6qha,5.3
5igl,7.37
3deh,6.83
3tki,10.3
1lb6,4.08
5o0s,4.24
4ofb,5.43
5i83,5.39
3nnw,8.05
4f7j,5.24
3h2c,3.3
4oyk,6.74
4ocv,5.08
3okc,4.44
5v4q,2.57
4gtp,7.94
1iht,8.46
4x0f,7.0
6hgv,5.55
2wev,8.0
3k5d,7.28
5f2f,6.92
4oc6,7.07
4zyq,8.01
6qmu,5.32
6ck6,9.0
6cer,5.36
3pxq,4.43
13gs,4.62
3ieo,6.48
4ehv,2.29
3jzo,8.52
6eip,5.7
4wmc,8.05
3pjt,4.88
1a0q,7.57
5lpm,5.56
4y2u,3.24
6ay5,7.16
1tyr,7.0
3mlb,4.8
6alz,10.42
4ir6,6.08
3npa,3.87
5q14,7.68
3iqi,4.41
1o3b,7.13
2r0u,9.0
2o9r,1.68
4i7b,5.7
1kna,5.15
5e2q,5.79
4bcf,8.15
3hwn,8.7
4mbf,5.77
5kpl,6.29
4pge,7.77
2hwo,6.9
6nel,7.96
6fvn,5.3
6aee,5.37
3zlx,3.8
5h2u,8.15
4qz5,5.26
4k60,3.24
5dt2,6.82
5dif,6.23
1gvu,9.0
2xs0,5.15
3ds0,4.83
5b0x,7.7
3rxe,4.76
6g4n,5.64
1nmk,8.24
4b80,4.4
1g9d,5.3
3zt1,2.7
2k46,4.58
5l96,3.3
1p05,5.96
3gwu,4.71
3gbq,5.46
4zph,7.51
1osg,7.52
2qd9,7.89
5hip,6.05
5mkz,4.7
1w2k,6.46
6dhu,3.13
6e7v,6.48
3mkf,4.77
6fnx,4.9
1yyr,6.29
4d89,8.7
2rjp,7.0
2fky,8.59
3k39,8.08
1q9m,6.48
6qat,7.33
4kza,3.7
4dx9,5.3
2vxa,5.6
2c6c,7.52
1b9v,3.65
5u4e,6.35
3cd8,8.05
5csd,7.89
5c1x,5.75
1fsg,5.02
4awm,5.72
5ku9,5.83
5aqo,2.85
1xt3,5.7
2nmb,6.28
5nsx,6.4
3coj,5.28
3s3v,6.23
6cqt,9.64
1z3j,8.0
3blr,8.19
3oys,8.05
5ggj,1.75
5v84,6.7
6rj5,6.52
3n1v,3.3
3inh,7.7
3te5,4.91
5ak2,8.41
5mw3,6.62
5ea5,8.06
3kqe,8.09
2cm8,5.87
3o9v,7.74
1b9t,5.1
2bz8,5.6
5m7t,5.41
2yc3,6.85
4eh9,2.26
5odu,3.28
3ant,8.07
6ohd,9.38
2rly,3.57
2fes,9.01
1b4d,4.81
3mt9,4.59
1yi3,5.4
4f9v,6.03
3sl8,6.54
3avf,3.53
1nym,5.4
1zz2,5.22
5kau,6.52
2fie,5.46
2z60,8.05
6bqd,6.39
2pmn,5.2
5n70,8.52
5wbl,6.44
3jzi,5.3
5i8p,6.73
3whw,8.22
6bee,4.66
4fmo,5.53
5ktx,7.7
3g2j,4.75
6drt,4.97
6e3n,8.7
6fh6,3.0
4tky,5.7
5vdq,3.67
5azg,5.54
4uib,9.0
1u9q,8.33
3wff,6.18
3nw6,8.15
6enm,8.32
2j83,4.21
6n77,9.24
4p74,5.0
3f88,8.64
3l5c,5.15
4hwr,6.74
4d9p,3.84
4ksp,8.8
1g9a,5.3
3l8s,7.0
1rdt,6.7
2ovz,7.89
6p1l,8.7
6ea1,6.59
4mvx,7.24
3m5a,4.96
5ok6,5.05
2x7s,5.78
1jld,6.73
2w05,9.0
6aqq,6.55
1l2s,4.59
6r8i,6.03
2nwl,8.7
6oyw,8.4
4zyw,7.17
2xpa,5.39
6b1o,8.51
5ez0,5.8
5q0x,7.35
5hes,7.54
4yec,7.6
2xck,6.15
5ccm,8.4
4bic,7.3
5yjk,6.09
6qft,7.46
5jiq,5.4
6miq,4.55
3uix,6.82
4fgy,6.3
5etv,6.24
3hxf,4.96
1u9l,5.02
1gx0,4.22
6qfg,5.52
4puj,7.46
4awf,5.57
3cph,6.48
6bir,7.52
4qh7,5.94
6nyw,6.64
2ohu,5.38
4aaw,6.3
5hh6,6.4
4j09,4.77
1yw2,6.85
1eat,7.82
2x4u,4.32
4yjl,5.96
2f3f,6.72
6qh9,5.0
4zuq,6.89
5w2q,6.88
2qlm,5.64
5tqe,6.72
1uy6,3.7
6b1c,6.95
2rok,4.35
3mz3,7.83
1u0h,6.96
5nvc,6.19
5g1n,7.77
1xsc,4.3
2xp4,3.74
1l2z,3.69
5hlw,7.64
6hm4,5.67
4hrc,8.92
2yiu,6.89
4brx,6.49
3a4o,8.89
5yc2,4.94
1f2p,1.9
2upj,7.39
3u0t,9.52
1bux,4.85
5lrq,5.8
2vpp,6.12
5hng,4.03
1rq2,2.52
4euv,6.3
1c9d,6.3
5uig,7.95
5vqs,5.7
4men,3.9
5gn6,6.92
3adv,3.03
3okv,6.23
5yic,5.89
3dz2,4.15
4pgd,6.92
5dw1,7.1
5cil,7.39
4qtn,6.85
3t6y,5.52
5j59,7.3
1vr1,6.89
